cord_uid_a,cord_uid_b,similarity,title_a,title_b
8p7vktc7,vp459s2g,0.029663177,Keine Wirtschaftlichkeitsprüfungen für 2019: In Rheinland-Pfalz wurde das Ausgabenvolumen eingehalten,Community Health Workers And COVID-19.
xkwvea8d,s9qlcamb,0.029663248,"Reaching Up, Down, In, and Around: Couple and Family Coping During the Coronavirus Pandemic",Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
syv6don1,e69c9wyw,0.029668465,Healthcare information for all.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
e69c9wyw,xetv4xb9,0.029668465,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,Healthcare information for all
lvi4n41u,ldm0wcgi,0.029669529,Pflegen kann jede*r!,Routine and Advanced Laboratory Tests for Hemostasis Disorders in COVID-19 Patients: A Prospective Cohort Study
s9qlcamb,lxuxpsaj,0.029676998,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Can cost–effectiveness principles be ignored in urgent times?
mherdb4v,hl47p317,0.029681422,Lessons for and from COVID‐19 for investors and their advisors,Inhalatives Budesonid zur Therapie bei COVID-19
lvi4n41u,2ov2j77q,0.029683739,Pflegen kann jede*r!,Lessons learned during Covid-19 concerning cheating in e-examinations by university students
yokg38li,e69c9wyw,0.029686853,Point of Care Sensors for Infectious Pathogens.,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
e2xu7s18,fxrsgieg,0.02969374,Current trends and innovations,COVID-19: Was Rheumapatienten jetzt wissen sollten
b9um4d8u,lvi4n41u,0.029700644,Author Multidisciplinarity and Disciplinary Roles in Field of Study Networks,Pflegen kann jede*r!
vb805p9l,s9qlcamb,0.02970216,Sustainability Risk Management of Firms,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,pft5mn86,0.029705709,Pflegen kann jede*r!,Experiences of COVID-19 patients' viscoelastometry testing and case reports
zj451p12,fxrsgieg,0.02971294,Are US Life Insurers the New Shadow Banks?,COVID-19: Was Rheumapatienten jetzt wissen sollten
zmqh2vx1,e69c9wyw,0.029714616,"Engaged Women’s Relationships, Weddings, and Mental Health During Covid-19",Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
xz2qa948,9zhyv1hu,0.029715976,"""Erst gegen Covid, dann gegen Zoster impfen""",Considerations for Public Beaches
g5cty701,s9qlcamb,0.029718556,COVID-19 and the financial crisis in the sports sector around the world,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
fxrsgieg,2mzocuox,0.029719846,COVID-19: Was Rheumapatienten jetzt wissen sollten,Complement testing in the clinical laboratory.
inw1bj0i,fxrsgieg,0.029726965,Nurses’ perspectives of taking care of patients with Coronavirus disease 2019: A phenomenological study,COVID-19: Was Rheumapatienten jetzt wissen sollten
s9qlcamb,ubasthzv,0.029732186,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Priorities for the US Health Community Responding to COVID-19
lvi4n41u,lliik8ot,0.029733656,Pflegen kann jede*r!,COVID-19 across Countries: Situation and Lessons for Pandemic control
1gp58zxg,s9qlcamb,0.029736558,Clinical presentation and course of COVID-19,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,bfnepqvi,0.029739344,Pflegen kann jede*r!,Overview of the Theoretical and Empirical Bases of Social Literacy Development for Adolescents
lvi4n41u,19c5t3iq,0.02974099,Pflegen kann jede*r!,Teaching the public health core competency of policy development to baccalaureate student nurses.
cq5mcvoh,lvi4n41u,0.02974235,Cultural City Diplomacy,Pflegen kann jede*r!
fxrsgieg,b9luq2te,0.029743636,COVID-19: Was Rheumapatienten jetzt wissen sollten,RemoteWork in Public Sector Organisations: Employees' Experiences in a Pandemic Context
lvi4n41u,axo5gdzl,0.0297506,Pflegen kann jede*r!,Research Forum Educational Program 2020
9gmsihcg,mherdb4v,0.029765863,"""Immer bereit sein, die Extrameile zu gehen""",Lessons for and from COVID‐19 for investors and their advisors
lvi4n41u,o976c8h0,0.02977074,Pflegen kann jede*r!,Unexpected Learning Opportunities for Nursing Students
hca45ood,s9qlcamb,0.029775826,Assisted Living Residents with Dementia: Being Out in the World and Negotiating Connections,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
btjjqvhh,s9qlcamb,0.029775826,Assisted Living Residents with Dementia: Being Out in the World and Negotiating Connections.,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
8p7vktc7,1ygu24fy,0.02977707,Keine Wirtschaftlichkeitsprüfungen für 2019: In Rheinland-Pfalz wurde das Ausgabenvolumen eingehalten,Lessons from covid-19: visiting patients at home and assessing comorbidities.
lvi4n41u,qw0q1kwq,0.029791832,Pflegen kann jede*r!,Diversifying educational resources during the COVID-19 pandemic: delivering educational dermatology podcasts and webinars for healthcare professionals
4n0mj8vp,fxrsgieg,0.029795181,Regional Committee papers.,COVID-19: Was Rheumapatienten jetzt wissen sollten
ukmcfezh,e69c9wyw,0.0297988,The Major Macrosocial Trends,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
fxrsgieg,5x1u5dax,0.02979962,COVID-19: Was Rheumapatienten jetzt wissen sollten,Nursing's Contributions to Stroke Care During COVID-19.
icgkb80g,fxrsgieg,0.02981529,Efforts to support athletes during COVID-19 outbreak: correspondence,COVID-19: Was Rheumapatienten jetzt wissen sollten
p81l6zvz,kwuh6v4c,0.029828912,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Privacy and uniqueness of neighborhoods in social networks
lvi4n41u,hcknigdu,0.029831138,Pflegen kann jede*r!,Chapter 5.9: major public health problems - infectious disease.
6mc4zg7g,caa5x4bj,0.029834965,Viele Sonderregelungen gelten weiter,Obesity: A Risk Factor for COVID-19
lvi4n41u,4da8o4we,0.029838106,Pflegen kann jede*r!,Governing patient safety in field hospitals: lessons for the future
fxrsgieg,pesvr65u,0.029839845,COVID-19: Was Rheumapatienten jetzt wissen sollten,Implications of the 2020 Election for U.S. Health Policy
g5gy3617,fxrsgieg,0.02984746,Pharmacists step up to the challenge of COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
cxt9oq0j,fxrsgieg,0.029849248,Antigenic relationships amongst coronaviruses,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,pwwj25i3,0.029852765,Pflegen kann jede*r!,"A Few Steps Forward, A Few Steps Back"
trvwknfb,td4prw2k,0.029853614,Impfung zur Vorbeugung der COVID-19-Erkrankung sowie Impfpriorisierung bei Epilepsie,Should we be concerned about COVID‐19 with nonhuman primates?
p81l6zvz,4bqvm0kr,0.02985839,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,The Humanizing and Civic Missions of History Education
n3a8ke8h,fxrsgieg,0.029861525,Coronavirus and the health care of people with disabilities: Immediate steps,COVID-19: Was Rheumapatienten jetzt wissen sollten
rl9rudqg,s9qlcamb,0.02986338,TWO LIVES HANGING IN THE BALANCE FROM COVID-19,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
pbtkeetk,79hf1x4j,0.029865092,Covid-19 pandemy from the perspective of regional children´s clinic,Sind durch COVID-19 (mehr) Patienten mit Hörverlust zu erwarten?
lvi4n41u,4z3858u8,0.029879501,Pflegen kann jede*r!,Attitude of family members of health care workers during covid-19 - A questionnaire survey
ru32ba2h,lvi4n41u,0.029882403,Metalloproteomics for Biomedical Research: Methodology and Applications,Pflegen kann jede*r!
lvi4n41u,ysqvasev,0.029885365,Pflegen kann jede*r!,The Environmental Sustainability of the Music Industries
fxrsgieg,erxgcuwj,0.029885773,COVID-19: Was Rheumapatienten jetzt wissen sollten,Nanocomposites: Potential therapeutic agents for the diagnosis and treatment of infectious diseases and cancer
fxrsgieg,zq4um5op,0.02988768,COVID-19: Was Rheumapatienten jetzt wissen sollten,Leading effective teams.
s9qlcamb,5v8jrpw9,0.029891193,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Could COVID-19 Offer Lessons on Back Care in the Future?
lvi4n41u,syfs8r64,0.02989286,Pflegen kann jede*r!,Physicians Poster Abstracts: EBMT 2010
7sse2kaj,fxrsgieg,0.029893856,Evaluation of children followed up for Covid-19 in a tertiary hospital,COVID-19: Was Rheumapatienten jetzt wissen sollten
ihg2zuhq,s9qlcamb,0.02989735,Risk factors for mortality in COVID-19 patients in a community teaching hospital,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
9psb9qp3,fxrsgieg,0.02989776,Dining On Call: Outcomes of a hospital patient dining model.,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,4gstke3e,0.029903114,Pflegen kann jede*r!,National Clinical Trials Networkbiobanking during the COVID-19 pandemic
g1ecupby,s9qlcamb,0.029905615,Quality of life and quality of environment in Czechia in the period of the COVID-19 pandemic,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
fxrsgieg,nqbztwfb,0.02991227,COVID-19: Was Rheumapatienten jetzt wissen sollten,Clinical features of COVID-19 pneumonia in elderly patients
66b1iovs,fxrsgieg,0.029920839,Exposure to Anthropogenic Areas May Influence Colonization by Zoonotic Microorganisms in Scavenging Birds,COVID-19: Was Rheumapatienten jetzt wissen sollten
lib58koh,fxrsgieg,0.029926522,The development of a consensus document on biosafety practices,COVID-19: Was Rheumapatienten jetzt wissen sollten
g2hfbr7e,e69c9wyw,0.02992709,Comparison of COVID-19 Case-Fatality-Rates by SocioDemographic Factors,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
lvi4n41u,fdsxl9hi,0.029934248,Pflegen kann jede*r!,Barriers to the digital transformation of infrastructure sectors
fxrsgieg,h4x5yhck,0.029944303,COVID-19: Was Rheumapatienten jetzt wissen sollten,Juggling the COVID-19 pandemic: a cytopathologist point of view.
lvi4n41u,6q0i7w9f,0.029948317,Pflegen kann jede*r!,THE ROLES of ECONOMIC POLICY UNCERTAINTY and the COVID-19 PANDEMIC in the CORRELATION between CRYPTOCURRENCY and STOCK MARKETS
s9qlcamb,0mgqnwrj,0.029959042,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Exploring the perceived benefits of ethics education for laboratory professionals
qc5jg3b5,fxrsgieg,0.029959654,Correlation Between Inflammatory Parameters and Thyroid Axis in Patients With COVID-19,COVID-19: Was Rheumapatienten jetzt wissen sollten
p81l6zvz,x88j7i2k,0.02995971,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,Key Contributions in Clinical Research Informatics
lwgzr3s3,lvi4n41u,0.029961051,Perception of medical students and residents about virtual interviews for residency applications in the United States,Pflegen kann jede*r!
fxrsgieg,wss75xdi,0.029961854,COVID-19: Was Rheumapatienten jetzt wissen sollten,Two cases of primary human parechovirus pneumonia in adults
fxrsgieg,sx8h3fvx,0.029967753,COVID-19: Was Rheumapatienten jetzt wissen sollten,Tribes are Public Health Authorities: Protecting Tribal Sovereignty in Times of Public Health Crisis
vur1c2nf,zf7wcwqo,0.029967964,Communicating With Patients and Families During COVID-19,La Neurología en tiempos de COVID
s9qlcamb,6wmdi30z,0.029987613,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,Keep the heart of the World Blood Donor Day beating: a challenge in times of COVID-19
6mc4zg7g,cir2t25q,0.029990304,Viele Sonderregelungen gelten weiter,Keeping the research spotlight on COVID-19
qgbhjjc7,fxrsgieg,0.02999519,Clinical features of covid-19 patients: is temperature screening useful?,COVID-19: Was Rheumapatienten jetzt wissen sollten
6mc4zg7g,wca81nyz,0.029998548,Viele Sonderregelungen gelten weiter,Shielding from covid-19 should be stratified by risk.
fxrsgieg,b6w186kd,0.0300118,COVID-19: Was Rheumapatienten jetzt wissen sollten,Students’ perceptions on race in medical education and healthcare
fe82q2o1,xavyz21u,0.030012248,Pflegedienstleiter in einer besonderen Zeit,Interim Guidance: healthcare workers and employers
p81l6zvz,vxhkpon6,0.03001578,Systemische Immunsuppression in Zeiten von COVID‐19: Müssen wir umdenken?,COVID-19 Guidelines for Sports and Physical Activity
fxrsgieg,k4m2vnc4,0.030017778,COVID-19: Was Rheumapatienten jetzt wissen sollten,Globalization and the health of the health care workforce.
e69c9wyw,rz4n3tcf,0.030020176,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten,Cardiological manifestations in patients with COVID-19
0vii5euz,s9qlcamb,0.030024463,"RSNA 2021: Redefining Radiology by Creating Value, Valuing Diversity",Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
ayzbh7bw,fxrsgieg,0.030027667,Epidemic spreading in metapopulation networks with heterogeneous infection rates,COVID-19: Was Rheumapatienten jetzt wissen sollten
bhimxnxq,f8hdn7ry,0.030028105,Serological characteristics of COVID-19 patients.,Auf alles gefasst sein
fenavohw,fxrsgieg,0.030033877,COVID-19 to delay clinical trials,COVID-19: Was Rheumapatienten jetzt wissen sollten
af3ojiob,e69c9wyw,0.030050881,Cerebrovascular events in COVID-19 patients,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
uocl0rny,s9qlcamb,0.030053707,Democratising Risk: In Search of a Methodology to Study Existential Risk,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet
lvi4n41u,33nezniw,0.030057095,Pflegen kann jede*r!,Reproducibility of step tests in patients with bronchiectasis.
lvi4n41u,ikinbkna,0.030064423,Pflegen kann jede*r!,Rethinking Depression in Cities: Evidence and Theory for Lower Rates in Larger Urban Areas
3wwtcpdn,fxrsgieg,0.0300684,Infection Control and Management of COVID-19: Challenges for Paediatric Tertiary Care Hospitals,COVID-19: Was Rheumapatienten jetzt wissen sollten
nukwb6hx,fxrsgieg,0.030069305,Does hosting a professional sports team benefit the local community? Evidence from property assessments,COVID-19: Was Rheumapatienten jetzt wissen sollten
lvi4n41u,ytcoctvi,0.030073442,Pflegen kann jede*r!,Does Geopolitics Have an Impact on Energy Trade? Empirical Research on Emerging Countries
7r43q9s5,e69c9wyw,0.030079933,Providing women’s health care during COVID‐19: Personal and professional challenges faced by health workers,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
4fsrj39i,lvi4n41u,0.030080428,Investigation of College Students' Online Learning,Pflegen kann jede*r!
qyc49fyp,fxrsgieg,0.030084372,Biosafety measures for preventing infection from COVID-19 in clinical laboratories: IFCC Taskforce Recommendations,COVID-19: Was Rheumapatienten jetzt wissen sollten
7xg18i51,fxrsgieg,0.030086895,Identifying effects of multiple treatments in the presence of unmeasured confounding,COVID-19: Was Rheumapatienten jetzt wissen sollten
avobcnzk,awlbyl7t,0.030090638,Neue Impfempfehlungen - auch zu COVID-19,P5‐23: Neurological complications of patients with COVID‐19
91s4zcsq,lvi4n41u,0.030093787,Environmental City Diplomacy,Pflegen kann jede*r!
af3ojiob,8615p7xh,0.030094562,Cerebrovascular events in COVID-19 patients,Rentenpolitik ist nicht nachhaltig
s9qlcamb,76v5jfxq,0.030098714,Finanzielle Hilfen für Vertragsärzte: Weitere KVen haben HVM-Änderungen ausgearbeitet,qSOFA score poorly predicts critical progression in COVID-19 patients
tv2pgcjr,z2ulnfop,0.030107215,Factors influencing wellbeing in young people during COVID-19,Fakten auf einen Blick
fxrsgieg,ps4gcy9o,0.030107634,COVID-19: Was Rheumapatienten jetzt wissen sollten,"Health of Antarctic birds: a review of their parasites, pathogens and diseases"
zqoy3jfm,e69c9wyw,0.030112354,International and national notes research notes,Nutzen von Erfahrungswissen in Krisen. Zur These einer vermehrten Bezugnahme auf Geschichte in Krisenzeiten
dr2ywt13,atva6mfp,0.03011282,Evaluation of mortality predictors in hospitalized COVID-19 patients: Retrospective cohort study,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
hqvqsjtn,atva6mfp,0.030126419,Challenges in Infectious Diseases for Haematologists.,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
uu20ur49,atva6mfp,0.030128397,Clinical characteristics and risk factors for mortality in hematologic patients affected By COVID-19.,COVID-19-Forschungsdaten leichter zugänglich machen – Aufbau einer bundesweiten Informationsinfrastruktur
bjo6hun1,ciywigtm,0.030134771,Scientists' lanes and headwinds.,Pandemi COVID-19 sebagai alasan perusahaan untuk melakukan Pemutusan Hubungan Kerja (PHK) secara sepihak
